date,sala,abc,id
2017-02-19,558,B,181
2017-02-19,4346,A,180
2017-02-19,184,A+,225
2017-02-19,2405,A,222
2017-02-19,8063,A,487
2017-02-19,217,A+,409
2017-02-19,532,A+,249
2017-02-19,117,A+,314
2017-02-19,752,A+,320
2017-02-19,378,A+,258
2017-02-26,816,B,217
2017-02-26,1305,A,445
2017-02-26,930,B,411
2017-02-26,1122,A,250
2017-02-26,346,B,273
2017-02-26,254,A+,254
2017-02-26,1,B,438
2017-02-26,2237,B,271
2017-02-26,630,B,181
2017-02-26,3923,A,180
2017-02-26,123,A+,225
2017-02-26,2847,A,222
2017-02-26,7308,A,487
2017-02-26,157,A+,409
2017-02-26,536,A+,249
2017-02-26,99,A+,314
2017-02-26,393,A+,320
2017-02-26,1809,A+,258
2017-03-05,739,B,217
2017-03-05,2007,A,445
2017-03-05,1239,B,411
2017-03-05,1434,A,250
2017-03-05,682,B,273
2017-03-05,431,A+,254
2017-03-05,3,B,438
2017-03-05,2427,B,271
2017-03-05,764,B,181
2017-03-05,5465,A,180
2017-03-05,389,A+,225
2017-03-05,3912,A,222
2017-03-05,10039,A,487
2017-03-05,495,A+,409
2017-03-05,816,A+,249
2017-03-05,94,A+,314
2017-03-05,448,A+,320
2017-03-05,1829,A+,258
2017-03-12,1004,B,217
2017-03-12,2218,A,445
2017-03-12,944,B,411
2017-03-12,1594,A,250
2017-03-12,1096,B,273
2017-03-12,517,A+,254
2017-03-12,2756,B,271
2017-03-12,655,B,181
2017-03-12,7204,A,180
2017-03-12,217,A+,225
2017-03-12,3982,A,222
2017-03-12,17043,A,487
2017-03-12,477,A+,409
2017-03-12,734,A+,249
2017-03-12,170,A+,314
2017-03-12,679,A+,320
2017-03-12,253,A+,258
2017-03-19,1159,B,217
2017-03-19,3051,A,445
2017-03-19,1846,B,411
2017-03-19,2572,A,250
2017-03-19,1094,B,273
2017-03-19,532,A+,254
2017-03-19,2,B,438
2017-03-19,2269,B,271
2017-03-19,901,B,181
2017-03-19,5675,A,180
2017-03-19,312,A+,225
2017-03-19,3478,A,222
2017-03-19,11957,A,487
2017-03-19,469,A+,409
2017-03-19,799,A+,249
2017-03-19,186,A+,314
2017-03-19,576,A+,320
2017-03-19,974,A+,258
2017-03-26,680,B,217
2017-03-26,2717,A,445
2017-03-26,1236,B,411
2017-03-26,1268,A,250
2017-03-26,790,B,273
2017-03-26,541,A+,254
2017-03-26,2445,B,271
2017-03-26,551,B,181
2017-03-26,6821,A,180
2017-03-26,272,A+,225
2017-03-26,3684,A,222
2017-03-26,6665,A,487
2017-03-26,417,A+,409
2017-03-26,674,A+,249
2017-03-26,107,A+,314
2017-03-26,616,A+,320
2017-03-26,2845,A+,258
2017-04-02,1006,B,217
2017-04-02,3203,A,445
2017-04-02,1994,B,411
2017-04-02,2580,A,250
2017-04-02,441,B,273
2017-04-02,567,A+,254
2017-04-02,0,B,438
2017-04-02,4232,B,271
2017-04-02,596,B,181
2017-04-02,9411,A,180
2017-04-02,287,A+,225
2017-04-02,4296,A,222
2017-04-02,16247,A,487
2017-04-02,293,A+,409
2017-04-02,1073,A+,249
2017-04-02,182,A+,314
2017-04-02,625,A+,320
2017-04-02,1273,A+,258
2017-04-09,664,B,217
2017-04-09,2598,A,445
2017-04-09,1538,B,411
2017-04-09,1031,A,250
2017-04-09,1923,B,273
2017-04-09,518,A+,254
2017-04-09,0,B,438
2017-04-09,1935,B,271
2017-04-09,1711,B,181
2017-04-09,2297,A,180
2017-04-09,378,A+,225
2017-04-09,3542,A,222
2017-04-09,9668,A,487
2017-04-09,264,A+,409
2017-04-09,986,A+,249
2017-04-09,140,A+,314
2017-04-09,406,A+,320
2017-04-09,384,A+,258
2017-04-16,575,B,217
2017-04-16,3862,A,445
2017-04-16,2750,B,411
2017-04-16,2384,A,250
2017-04-16,649,B,273
2017-04-16,255,A+,254
2017-04-16,2076,B,271
2017-04-16,421,B,181
2017-04-16,2061,A,180
2017-04-16,243,A+,225
2017-04-16,2704,A,222
2017-04-16,3820,A,487
2017-04-16,93,A+,409
2017-04-16,601,A+,249
2017-04-16,155,A+,314
2017-04-16,466,A+,320
2017-04-16,966,A+,258
2017-04-23,1301,B,217
2017-04-23,1655,A,445
2017-04-23,40,B,411
2017-04-23,2363,A,250
2017-04-23,46,B,273
2017-04-23,471,A+,254
2017-04-23,1488,B,271
2017-04-23,1435,B,181
2017-04-23,7968,A,180
2017-04-23,144,A+,225
2017-04-23,3795,A,222
2017-04-23,12275,A,487
2017-04-23,118,A+,409
2017-04-23,836,A+,249
2017-04-23,333,A+,314
2017-04-23,389,A+,320
2017-04-23,1737,A+,258
2017-04-30,423,B,217
2017-04-30,2869,A,445
2017-04-30,1393,B,411
2017-04-30,1586,A,250
2017-04-30,37,B,273
2017-04-30,447,A+,254
2017-04-30,1862,B,271
2017-04-30,459,B,181
2017-04-30,6311,A,180
2017-04-30,193,A+,225
2017-04-30,3398,A,222
2017-04-30,4940,A,487
2017-04-30,2,A+,409
2017-04-30,897,A+,249
2017-04-30,247,A+,314
2017-04-30,453,A+,320
2017-04-30,524,A+,258
2017-05-07,1363,B,217
2017-05-07,2647,A,445
2017-05-07,1313,B,411
2017-05-07,2389,A,250
2017-05-07,2021,B,273
2017-05-07,435,A+,254
2017-05-07,0,B,438
2017-05-07,1884,B,271
2017-05-07,1002,B,181
2017-05-07,3883,A,180
2017-05-07,207,A+,225
2017-05-07,3893,A,222
2017-05-07,6471,A,487
2017-05-07,132,A+,409
2017-05-07,735,A+,249
2017-05-07,346,A+,314
2017-05-07,807,A+,320
2017-05-07,1759,A+,258
2017-05-14,755,B,217
2017-05-14,3529,A,445
2017-05-14,1692,B,411
2017-05-14,2369,A,250
2017-05-14,986,B,273
2017-05-14,393,A+,254
2017-05-14,1,B,438
2017-05-14,2677,B,271
2017-05-14,474,B,181
2017-05-14,7502,A,180
2017-05-14,196,A+,225
2017-05-14,3831,A,222
2017-05-14,11139,A,487
2017-05-14,801,A+,409
2017-05-14,817,A+,249
2017-05-14,0,A+,314
2017-05-14,422,A+,320
2017-05-14,1276,A+,258
2017-05-21,1356,B,217
2017-05-21,4261,A,445
2017-05-21,1395,B,411
2017-05-21,1408,A,250
2017-05-21,696,B,273
2017-05-21,533,A+,254
2017-05-21,2132,B,271
2017-05-21,449,B,181
2017-05-21,3984,A,180
2017-05-21,280,A+,225
2017-05-21,3431,A,222
2017-05-21,7761,A,487
2017-05-21,66,A+,409
2017-05-21,865,A+,249
2017-05-21,108,A+,314
2017-05-21,524,A+,320
2017-05-21,1199,A+,258
2017-05-28,1865,B,217
2017-05-28,4361,A,445
2017-05-28,2012,B,411
2017-05-28,3142,A,250
2017-05-28,690,B,273
2017-05-28,672,A+,254
2017-05-28,2351,B,271
2017-05-28,443,B,181
2017-05-28,2426,A,180
2017-05-28,325,A+,225
2017-05-28,3653,A,222
2017-05-28,5973,A,487
2017-05-28,66,A+,409
2017-05-28,1023,A+,249
2017-05-28,203,A+,314
2017-05-28,754,A+,320
2017-05-28,1701,A+,258
2017-06-04,1588,B,217
2017-06-04,2568,A,445
2017-06-04,1256,B,411
2017-06-04,1923,A,250
2017-06-04,45,B,273
2017-06-04,410,A+,254
2017-06-04,2909,B,271
2017-06-04,770,B,181
2017-06-04,2205,A,180
2017-06-04,287,A+,225
2017-06-04,2995,A,222
2017-06-04,2476,A,487
2017-06-04,118,A+,409
2017-06-04,739,A+,249
2017-06-04,218,A+,314
2017-06-04,690,A+,320
2017-06-04,2520,A+,258
2017-06-11,1004,B,217
2017-06-11,2982,A,445
2017-06-11,2466,B,411
2017-06-11,2841,A,250
2017-06-11,1418,B,273
2017-06-11,436,A+,254
2017-06-11,2934,B,271
2017-06-11,311,B,181
2017-06-11,3726,A,180
2017-06-11,233,A+,225
2017-06-11,3142,A,222
2017-06-11,5140,A,487
2017-06-11,51,A+,409
2017-06-11,1990,A+,249
2017-06-11,127,A+,314
2017-06-11,665,A+,320
2017-06-11,383,A+,258
2017-06-18,2343,B,217
2017-06-18,6370,A,445
2017-06-18,927,B,411
2017-06-18,2366,A,250
2017-06-18,1565,B,273
2017-06-18,419,A+,254
2017-06-18,3812,B,271
2017-06-18,525,B,181
2017-06-18,3185,A,180
2017-06-18,316,A+,225
2017-06-18,3702,A,222
2017-06-18,5071,A,487
2017-06-18,133,A+,409
2017-06-18,837,A+,249
2017-06-18,86,A+,314
2017-06-18,475,A+,320
2017-06-18,2569,A+,258
2017-06-25,142,B,217
2017-06-25,4427,A,445
2017-06-25,2005,B,411
2017-06-25,3623,A,250
2017-06-25,812,B,273
2017-06-25,557,A+,254
2017-06-25,1,B,178
2017-06-25,3395,B,271
2017-06-25,342,B,181
2017-06-25,4811,A,180
2017-06-25,258,A+,225
2017-06-25,3202,A,222
2017-06-25,10195,A,487
2017-06-25,80,A+,409
2017-06-25,881,A+,249
2017-06-25,244,A+,314
2017-06-25,539,A+,320
2017-06-25,495,A+,258
2017-07-02,2652,B,217
2017-07-02,6802,A,445
2017-07-02,329,B,411
2017-07-02,3248,A,250
2017-07-02,497,B,273
2017-07-02,538,A+,254
2017-07-02,3332,B,271
2017-07-02,800,B,181
2017-07-02,7491,A,180
2017-07-02,307,A+,225
2017-07-02,3940,A,222
2017-07-02,13510,A,487
2017-07-02,185,A+,409
2017-07-02,885,A+,249
2017-07-02,177,A+,314
2017-07-02,969,A+,320
2017-07-02,771,A+,258
2017-07-09,658,B,217
2017-07-09,4516,A,445
2017-07-09,3363,B,411
2017-07-09,3509,A,250
2017-07-09,1717,B,273
2017-07-09,382,A+,254
2017-07-09,3,B,178
2017-07-09,3068,B,271
2017-07-09,269,B,181
2017-07-09,2889,A,180
2017-07-09,269,A+,225
2017-07-09,3311,A,222
2017-07-09,5118,A,487
2017-07-09,178,A+,409
2017-07-09,957,A+,249
2017-07-09,261,A+,314
2017-07-09,743,A+,320
2017-07-09,2843,A+,258
2017-07-16,1162,B,217
2017-07-16,4119,A,445
2017-07-16,1834,B,411
2017-07-16,215,A,250
2017-07-16,52,B,273
2017-07-16,380,A+,254
2017-07-16,3990,B,271
2017-07-16,280,B,181
2017-07-16,3006,A,180
2017-07-16,290,A+,225
2017-07-16,3467,A,222
2017-07-16,4033,A,487
2017-07-16,38,B,434
2017-07-16,423,A+,409
2017-07-16,1031,A+,249
2017-07-16,106,A+,314
2017-07-16,831,A+,320
2017-07-16,3024,A+,258
2017-07-23,1350,B,217
2017-07-23,4292,A,445
2017-07-23,1691,B,411
2017-07-23,6607,A,250
2017-07-23,1553,B,273
2017-07-23,395,A+,254
2017-07-23,192,B,178
2017-07-23,4400,B,271
2017-07-23,1038,B,181
2017-07-23,6728,A,180
2017-07-23,139,A+,225
2017-07-23,4192,A,222
2017-07-23,6883,A,487
2017-07-23,90,B,434
2017-07-23,0,A+,409
2017-07-23,1534,A+,249
2017-07-23,209,A+,314
2017-07-23,844,A+,320
2017-07-23,470,A+,258
2017-07-30,1125,B,217
2017-07-30,4380,A,445
2017-07-30,2177,B,411
2017-07-30,1920,A,250
2017-07-30,1467,B,273
2017-07-30,362,A+,254
2017-07-30,837,B,178
2017-07-30,4034,B,271
2017-07-30,667,B,181
2017-07-30,3764,A,180
2017-07-30,374,A+,225
2017-07-30,3861,A,222
2017-07-30,6774,A,487
2017-07-30,132,B,434
2017-07-30,381,A+,409
2017-07-30,766,A+,249
2017-07-30,149,A+,314
2017-07-30,778,A+,320
2017-07-30,308,A+,258
2017-08-06,5,B,217
2017-08-06,3499,A,445
2017-08-06,0,B,411
2017-08-06,2501,A,250
2017-08-06,37,B,273
2017-08-06,353,A+,254
2017-08-06,589,B,178
2017-08-06,2813,B,271
2017-08-06,151,B,181
2017-08-06,2457,A,180
2017-08-06,234,A+,225
2017-08-06,2138,A,222
2017-08-06,3506,A,487
2017-08-06,58,B,434
2017-08-06,89,A+,409
2017-08-06,878,A+,249
2017-08-06,99,A+,314
2017-08-06,517,A+,320
2017-08-06,230,A+,258
2017-08-13,1018,B,217
2017-08-13,1445,A,445
2017-08-13,1392,B,411
2017-08-13,2084,A,250
2017-08-13,1279,B,273
2017-08-13,450,A+,254
2017-08-13,860,B,178
2017-08-13,3778,B,271
2017-08-13,414,B,181
2017-08-13,2728,A,180
2017-08-13,1118,A+,225
2017-08-13,3562,A,222
2017-08-13,4247,A,487
2017-08-13,116,B,434
2017-08-13,791,A+,409
2017-08-13,860,A+,249
2017-08-13,128,A+,314
2017-08-13,664,A+,320
2017-08-13,1608,A+,258
2017-08-20,1396,B,217
2017-08-20,3406,A,445
2017-08-20,40,B,411
2017-08-20,1320,A,250
2017-08-20,813,B,273
2017-08-20,543,A+,254
2017-08-20,1060,B,178
2017-08-20,3230,B,271
2017-08-20,609,B,181
2017-08-20,3549,A,180
2017-08-20,218,A+,225
2017-08-20,3895,A,222
2017-08-20,5850,A,487
2017-08-20,53,A+,409
2017-08-20,897,A+,249
2017-08-20,189,A+,314
2017-08-20,610,A+,320
2017-08-20,342,A+,258
2017-08-27,1352,B,217
2017-08-27,2838,A,445
2017-08-27,1987,B,411
2017-08-27,2543,A,250
2017-08-27,893,B,273
2017-08-27,342,A+,254
2017-08-27,794,B,178
2017-08-27,1,B,438
2017-08-27,2859,B,271
2017-08-27,231,B,181
2017-08-27,3071,A,180
2017-08-27,262,A+,225
2017-08-27,2576,A,222
2017-08-27,7052,A,487
2017-08-27,1276,A+,409
2017-08-27,927,A+,249
2017-08-27,133,A+,314
2017-08-27,824,A+,320
2017-08-27,1858,A+,258
2017-09-03,1228,B,217
2017-09-03,3873,A,445
2017-09-03,1087,B,411
2017-09-03,1915,A,250
2017-09-03,801,B,273
2017-09-03,475,A+,254
2017-09-03,824,B,178
2017-09-03,2367,B,271
2017-09-03,830,B,181
2017-09-03,4886,A,180
2017-09-03,228,A+,225
2017-09-03,2507,A,222
2017-09-03,8048,A,487
2017-09-03,160,A+,409
2017-09-03,846,A+,249
2017-09-03,331,A+,314
2017-09-03,742,A+,320
2017-09-03,1032,A+,258
2017-09-10,1104,B,217
2017-09-10,4571,A,445
2017-09-10,1839,B,411
2017-09-10,2068,A,250
2017-09-10,1398,B,273
2017-09-10,624,A+,254
2017-09-10,779,B,178
2017-09-10,3065,B,271
2017-09-10,724,B,181
2017-09-10,4549,A,180
2017-09-10,295,A+,225
2017-09-10,2446,A,222
2017-09-10,6195,A,487
2017-09-10,130,A+,409
2017-09-10,584,A+,249
2017-09-10,185,A+,314
2017-09-10,713,A+,320
2017-09-10,419,A+,258
2017-09-17,759,B,217
2017-09-17,133,A,445
2017-09-17,633,B,411
2017-09-17,1447,A,250
2017-09-17,39,B,273
2017-09-17,281,A+,254
2017-09-17,870,B,178
2017-09-17,2341,B,271
2017-09-17,293,B,181
2017-09-17,3987,A,180
2017-09-17,240,A+,225
2017-09-17,3147,A,222
2017-09-17,7821,A,487
2017-09-17,55,A+,409
2017-09-17,868,A+,249
2017-09-17,130,A+,314
2017-09-17,526,A+,320
2017-09-17,2598,A+,258
2017-09-24,530,B,217
2017-09-24,2871,A,445
2017-09-24,2149,B,411
2017-09-24,2188,A,250
2017-09-24,821,B,273
2017-09-24,448,A+,254
2017-09-24,1217,B,178
2017-09-24,0,B,438
2017-09-24,2431,B,271
2017-09-24,376,B,181
2017-09-24,5557,A,180
2017-09-24,208,A+,225
2017-09-24,3261,A,222
2017-09-24,6204,A,487
2017-09-24,4,B,434
2017-09-24,92,A+,409
2017-09-24,3654,A+,249
2017-09-24,116,A+,314
2017-09-24,522,A+,320
2017-09-24,1423,A+,258
2017-10-01,1413,B,217
2017-10-01,3154,A,445
2017-10-01,958,B,411
2017-10-01,1963,A,250
2017-10-01,802,B,273
2017-10-01,476,A+,254
2017-10-01,700,B,178
2017-10-01,3321,B,271
2017-10-01,995,B,181
2017-10-01,3899,A,180
2017-10-01,0,A+,225
2017-10-01,3244,A,222
2017-10-01,7700,A,487
2017-10-01,7,B,434
2017-10-01,463,A+,409
2017-10-01,868,A+,249
2017-10-01,311,A+,314
2017-10-01,826,A+,320
2017-10-01,622,A+,258
2017-10-08,479,B,217
2017-10-08,4285,A,445
2017-10-08,626,B,411
2017-10-08,2415,A,250
2017-10-08,1402,B,273
2017-10-08,486,A+,254
2017-10-08,873,B,178
2017-10-08,2821,B,271
2017-10-08,1078,B,181
2017-10-08,4391,A,180
2017-10-08,226,A+,225
2017-10-08,3427,A,222
2017-10-08,6880,A,487
2017-10-08,145,A+,409
2017-10-08,963,A+,249
2017-10-08,158,A+,314
2017-10-08,717,A+,320
2017-10-08,1342,A+,258
2017-10-15,668,B,217
2017-10-15,279,A,445
2017-10-15,1997,B,411
2017-10-15,2200,A,250
2017-10-15,658,B,273
2017-10-15,434,A+,254
2017-10-15,821,B,178
2017-10-15,2125,B,271
2017-10-15,319,B,181
2017-10-15,4248,A,180
2017-10-15,215,A+,225
2017-10-15,3330,A,222
2017-10-15,8380,A,487
2017-10-15,66,A+,409
2017-10-15,758,A+,249
2017-10-15,295,A+,314
2017-10-15,577,A+,320
2017-10-15,1360,A+,258
2017-10-22,863,B,217
2017-10-22,1695,A,445
2017-10-22,1245,B,411
2017-10-22,980,A,250
2017-10-22,368,B,273
2017-10-22,344,A+,254
2017-10-22,948,B,178
2017-10-22,1,B,438
2017-10-22,2298,B,271
2017-10-22,321,B,181
2017-10-22,4362,A,180
2017-10-22,214,A+,225
2017-10-22,3596,A,222
2017-10-22,8123,A,487
2017-10-22,133,A+,409
2017-10-22,963,A+,249
2017-10-22,186,A+,314
2017-10-22,705,A+,320
2017-10-22,2312,A+,258
2017-10-29,453,B,217
2017-10-29,2358,A,445
2017-10-29,798,B,411
2017-10-29,2647,A,250
2017-10-29,939,B,273
2017-10-29,372,A+,254
2017-10-29,636,B,178
2017-10-29,2000,B,271
2017-10-29,423,B,181
2017-10-29,4279,A,180
2017-10-29,288,A+,225
2017-10-29,3530,A,222
2017-10-29,7355,A,487
2017-10-29,161,A+,409
2017-10-29,1321,A+,249
2017-10-29,196,A+,314
2017-10-29,628,A+,320
2017-10-29,2646,A+,258
2017-11-05,536,B,217
2017-11-05,1761,A,445
2017-11-05,715,B,411
2017-11-05,1887,A,250
2017-11-05,654,B,273
2017-11-05,467,A+,254
2017-11-05,602,B,178
2017-11-05,2250,B,271
2017-11-05,354,B,181
2017-11-05,3616,A,180
2017-11-05,266,A+,225
2017-11-05,3499,A,222
2017-11-05,5607,A,487
2017-11-05,129,A+,409
2017-11-05,653,A+,249
2017-11-05,167,A+,314
2017-11-05,681,A+,320
2017-11-05,2309,A+,258
2017-11-12,542,B,217
2017-11-12,1340,A,445
2017-11-12,11,B,411
2017-11-12,1292,A,250
2017-11-12,486,B,273
2017-11-12,376,A+,254
2017-11-12,1100,B,178
2017-11-12,1644,B,271
2017-11-12,515,B,181
2017-11-12,5674,A,180
2017-11-12,190,A+,225
2017-11-12,3518,A,222
2017-11-12,9674,A,487
2017-11-12,197,A+,409
2017-11-12,930,A+,249
2017-11-12,161,A+,314
2017-11-12,550,A+,320
2017-11-12,381,A+,258
2017-11-19,18,B,217
2017-11-19,904,A,445
2017-11-19,2453,B,411
2017-11-19,662,A,250
2017-11-19,339,B,273
2017-11-19,771,A+,254
2017-11-19,1084,B,178
2017-11-19,1726,B,271
2017-11-19,75,B,181
2017-11-19,2912,A,180
2017-11-19,464,A+,225
2017-11-19,3485,A,222
2017-11-19,5038,A,487
2017-11-19,18,B,434
2017-11-19,196,A+,409
2017-11-19,1152,A+,249
2017-11-19,211,A+,314
2017-11-19,445,A+,320
2017-11-19,1264,A+,258
2017-11-26,577,B,217
2017-11-26,903,A,445
2017-11-26,17,B,411
2017-11-26,1269,A,250
2017-11-26,341,B,273
2017-11-26,384,A+,254
2017-11-26,832,B,178
2017-11-26,0,B,416
2017-11-26,2084,B,271
2017-11-26,581,B,181
2017-11-26,6911,A,180
2017-11-26,251,A+,225
2017-11-26,2932,A,222
2017-11-26,10069,A,487
2017-11-26,2,B,434
2017-11-26,466,A+,409
2017-11-26,1010,A+,249
2017-11-26,259,A+,314
2017-11-26,488,A+,320
2017-11-26,2201,A+,258
2017-12-03,660,B,217
2017-12-03,1335,A,445
2017-12-03,337,B,411
2017-12-03,960,A,250
2017-12-03,951,B,273
2017-12-03,496,A+,254
2017-12-03,593,B,178
2017-12-03,1,B,438
2017-12-03,1628,B,271
2017-12-03,481,B,181
2017-12-03,5270,A,180
2017-12-03,237,A+,225
2017-12-03,3393,A,222
2017-12-03,7445,A,487
2017-12-03,128,A+,409
2017-12-03,1480,A+,249
2017-12-03,185,A+,314
2017-12-03,641,A+,320
2017-12-03,3770,A+,258
2017-12-10,833,B,217
2017-12-10,1365,A,445
2017-12-10,1223,B,411
2017-12-10,2209,A,250
2017-12-10,786,B,273
2017-12-10,499,A+,254
2017-12-10,828,B,178
2017-12-10,2274,B,271
2017-12-10,394,B,181
2017-12-10,4055,A,180
2017-12-10,350,A+,225
2017-12-10,3940,A,222
2017-12-10,7017,A,487
2017-12-10,1,B,434
2017-12-10,89,A+,409
2017-12-10,932,A+,249
2017-12-10,220,A+,314
2017-12-10,673,A+,320
2017-12-10,132,A+,258
2017-12-17,503,B,217
2017-12-17,2649,A,445
2017-12-17,2627,B,411
2017-12-17,2291,A,250
2017-12-17,1127,B,273
2017-12-17,423,A+,254
2017-12-17,911,B,178
2017-12-17,9,B,416
2017-12-17,3391,B,271
2017-12-17,628,B,181
2017-12-17,4852,A,180
2017-12-17,490,A+,225
2017-12-17,4544,A,222
2017-12-17,8289,A,487
2017-12-17,822,A+,409
2017-12-17,2390,A+,249
2017-12-17,225,A+,314
2017-12-17,549,A+,320
2017-12-17,541,A+,258
2017-12-24,2733,B,217
2017-12-24,3660,A,445
2017-12-24,948,B,411
2017-12-24,2775,A,250
2017-12-24,800,B,273
2017-12-24,301,A+,254
2017-12-24,1100,B,178
2017-12-24,509,B,416
2017-12-24,1338,B,271
2017-12-24,626,B,181
2017-12-24,1049,A,180
2017-12-24,99,A+,225
2017-12-24,1185,A,222
2017-12-24,1424,A,487
2017-12-24,6,A+,409
2017-12-24,891,A+,249
2017-12-24,40,A+,314
2017-12-24,245,A+,320
2017-12-24,898,A+,258
2017-12-31,0,B,217
2017-12-31,1723,A,445
2017-12-31,5,B,411
2017-12-31,313,B,273
2017-12-31,285,A+,254
2017-12-31,337,B,178
2017-12-31,472,B,416
2017-12-31,2293,B,271
2017-12-31,53,B,181
2017-12-31,630,A,180
2017-12-31,159,A+,225
2017-12-31,2340,A,222
2017-12-31,951,A,487
2017-12-31,131,A+,409
2017-12-31,608,A+,249
2017-12-31,191,A+,314
2017-12-31,609,A+,320
2017-12-31,1994,A+,258
2018-01-07,489,B,217
2018-01-07,1863,A,445
2018-01-07,1234,B,411
2018-01-07,1744,A,250
2018-01-07,483,B,273
2018-01-07,316,A+,254
2018-01-07,604,B,178
2018-01-07,139,B,416
2018-01-07,2310,B,271
2018-01-07,40,B,181
2018-01-07,864,A,180
2018-01-07,142,A+,225
2018-01-07,2500,A,222
2018-01-07,2242,A,487
2018-01-07,107,A+,409
2018-01-07,402,A+,249
2018-01-07,182,A+,314
2018-01-07,440,A+,320
2018-01-07,2830,A+,258
2018-01-14,1027,B,217
2018-01-14,1565,A,445
2018-01-14,775,B,411
2018-01-14,1575,A,250
2018-01-14,819,B,273
2018-01-14,418,A+,254
2018-01-14,794,B,178
2018-01-14,1,B,438
2018-01-14,413,B,416
2018-01-14,1976,B,271
2018-01-14,808,B,181
2018-01-14,2602,A,180
2018-01-14,236,A+,225
2018-01-14,3023,A,222
2018-01-14,7626,A,487
2018-01-14,1,B,434
2018-01-14,220,A+,409
2018-01-14,956,A+,249
2018-01-14,297,A+,314
2018-01-14,514,A+,320
2018-01-14,1336,A+,258
2018-01-21,216,B,217
2018-01-21,2354,A,445
2018-01-21,1086,B,411
2018-01-21,958,A,250
2018-01-21,638,B,273
2018-01-21,388,A+,254
2018-01-21,971,B,178
2018-01-21,453,B,416
2018-01-21,1991,B,271
2018-01-21,635,B,181
2018-01-21,2850,A,180
2018-01-21,150,A+,225
2018-01-21,3334,A,222
2018-01-21,8392,A,487
2018-01-21,6,B,434
2018-01-21,411,A+,409
2018-01-21,749,A+,249
2018-01-21,160,A+,314
2018-01-21,513,A+,320
2018-01-21,1329,A+,258
2018-01-28,1489,B,217
2018-01-28,2463,A,445
2018-01-28,1229,B,411
2018-01-28,2409,A,250
2018-01-28,794,B,273
2018-01-28,473,A+,254
2018-01-28,2376,B,178
2018-01-28,430,B,416
2018-01-28,2126,B,271
2018-01-28,611,B,181
2018-01-28,4524,A,180
2018-01-28,303,A+,225
2018-01-28,3469,A,222
2018-01-28,9106,A,487
2018-01-28,117,A+,409
2018-01-28,980,A+,249
2018-01-28,190,A+,314
2018-01-28,766,A+,320
2018-01-28,1164,A+,258
2018-02-04,738,B,217
2018-02-04,1920,A,445
2018-02-04,1239,B,411
2018-02-04,1673,A,250
2018-02-04,651,B,273
2018-02-04,368,A+,254
2018-02-04,252,B,178
2018-02-04,302,B,416
2018-02-04,2259,B,271
2018-02-04,481,B,181
2018-02-04,4268,A,180
2018-02-04,180,A+,225
2018-02-04,3424,A,222
2018-02-04,7395,A,487
2018-02-04,1,B,434
2018-02-04,280,A+,409
2018-02-04,1269,A+,249
2018-02-04,198,A+,314
2018-02-04,532,A+,320
2018-02-04,1230,A+,258
2018-02-11,224,B,217
2018-02-11,2594,A,445
2018-02-11,1400,B,411
2018-02-11,1585,A,250
2018-02-11,636,B,273
2018-02-11,379,A+,254
2018-02-11,895,B,178
2018-02-11,390,B,416
2018-02-11,2022,B,271
2018-02-11,367,B,181
2018-02-11,4412,A,180
2018-02-11,259,A+,225
2018-02-11,4717,A,222
2018-02-11,13299,A,487
2018-02-11,135,A+,409
2018-02-11,1773,A+,249
2018-02-11,159,A+,314
2018-02-11,457,A+,320
2018-02-11,276,A+,258
2018-02-18,912,B,217
2018-02-18,3410,A,445
2018-02-18,1841,B,411
2018-02-18,2189,A,250
2018-02-18,1107,B,273
2018-02-18,518,A+,254
2018-02-18,512,B,178
2018-02-18,788,B,416
2018-02-18,2797,B,271
2018-02-18,780,B,181
2018-02-18,8526,A,180
2018-02-18,367,A+,225
2018-02-18,4393,A,222
2018-02-18,14449,A,487
2018-02-18,3,B,434
2018-02-18,92,A+,409
2018-02-18,1192,A+,249
2018-02-18,231,A+,314
2018-02-18,737,A+,320
2018-02-18,1994,A+,258
2018-02-25,946,B,217
2018-02-25,676,A,445
2018-02-25,17,B,411
2018-02-25,1431,A,250
2018-02-25,947,B,273
2018-02-25,563,A+,254
2018-02-25,659,B,178
2018-02-25,309,B,416
2018-02-25,2694,B,271
2018-02-25,576,B,181
2018-02-25,6270,A,180
2018-02-25,352,A+,225
2018-02-25,3521,A,222
2018-02-25,11387,A,487
2018-02-25,725,A+,409
2018-02-25,932,A+,249
2018-02-25,200,A+,314
2018-02-25,768,A+,320
2018-02-25,1064,A+,258
2018-03-04,88,B,217
2018-03-04,2828,A,445
2018-03-04,1252,B,411
2018-03-04,647,A,250
2018-03-04,22,B,273
2018-03-04,527,A+,254
2018-03-04,1061,B,178
2018-03-04,522,B,416
2018-03-04,2299,B,271
2018-03-04,637,B,181
2018-03-04,2895,A,180
2018-03-04,356,A+,225
2018-03-04,4194,A,222
2018-03-04,7553,A,487
2018-03-04,74,A+,409
2018-03-04,595,A+,249
2018-03-04,247,A+,314
2018-03-04,625,A+,320
2018-03-04,1977,A+,258
2018-03-11,2437,B,217
2018-03-11,2931,A,445
2018-03-11,1075,B,411
2018-03-11,1283,A,250
2018-03-11,661,B,273
2018-03-11,707,A+,254
2018-03-11,1147,B,178
2018-03-11,1028,B,416
2018-03-11,2346,B,271
2018-03-11,435,B,181
